@relation 'baseline_fv-weka.filters.unsupervised.attribute.Remove-R228,238'

@attribute percentage-of-(PT)-overall numeric
@attribute percentage-of-(TH)-overall numeric
@attribute percentage-of-(QM)-overall numeric
@attribute percentage-of-(MIC)-wine numeric
@attribute number-of-(P1)-grocery numeric
@attribute percentage-of-(ESBR)-wine numeric
@attribute east.asian.time.in.us numeric
@attribute percentage-of-(SBE)-grocery numeric
@attribute percentage-of-(MINEG)-grocery numeric
@attribute percentage-of-(INN)-grocery numeric
@attribute percentage-of-(IR)-grocery numeric
@attribute number-of-(IDN)-overall numeric
@attribute profit.joint numeric
@attribute percentage-of-(RT)-overall numeric
@attribute percentage-of-(MIN)-overall numeric
@attribute number-of-(QM)-overall numeric
@attribute number-of-(MIN)-overall numeric
@attribute percentage-of-(QS)-wine numeric
@attribute number-of-(SF)-overall numeric
@attribute percentage-of-(IS)-wine numeric
@attribute percentage-of-(QM)-grocery numeric
@attribute number-of-(IB)-grocery numeric
@attribute number-of-(RT)-grocery numeric
@attribute percentage-of-(PX)-overall numeric
@attribute number-of-(PP)-grocery numeric
@attribute number-of-(IDP)-wine numeric
@attribute number-of-(GD)-grocery numeric
@attribute percentage-of-(OM)-overall numeric
@attribute percentage-of-(OT)-wine numeric
@attribute percentage-of-(RT)-wine numeric
@attribute percentage-of-(QS)-overall numeric
@attribute percentage-of-(RP)-overall numeric
@attribute percentage-of-(RN)-grocery numeric
@attribute number-of-(IDP)-grocery numeric
@attribute percentage-of-(IDP)-overall numeric
@attribute number-of-(MINEG)-wine numeric
@attribute number-of-(PX)-grocery numeric
@attribute percentage-of-(IS)-grocery numeric
@attribute percentage-of-(IB)-grocery numeric
@attribute percentage-of-(QM)-wine numeric
@attribute cultural_intelligence numeric
@attribute number-of-though-unit numeric
@attribute number-of-(CS)-grocery numeric
@attribute number-of-(GD)-overall numeric
@attribute percentage-of-(MIN)-wine numeric
@attribute percentage-of-(INP)-overall numeric
@attribute number-of-(OS)-grocery numeric
@attribute number-of-(INP)-wine numeric
@attribute number-of-(RN)-wine numeric
@attribute percentage-of-(RT)-grocery numeric
@attribute percentage-of-(MIN)-grocery numeric
@attribute percentage-of-(INP)-grocery numeric
@attribute number-of-(IR)-wine numeric
@attribute number-of-(QR)-overall numeric
@attribute number-of-(IS)-grocery numeric
@attribute number-of-(IDN)-wine numeric
@attribute number-of-(QP)-overall numeric
@attribute extroversion numeric
@attribute number-of-(OM)-grocery numeric
@attribute percentage-of-(IS)-overall numeric
@attribute number-of-(QP)-wine numeric
@attribute number-of-(IB)-wine numeric
@attribute percentage-of-(RN)-overall numeric
@attribute number-of-(IR)-grocery numeric
@attribute percentage-of-(QR)-overall numeric
@attribute number-of-(IB)-overall numeric
@attribute number-of-(QS)-overall numeric
@attribute percentage-of-(PC)-wine numeric
@attribute number-of-(TH)-grocery numeric
@attribute number-of-(MINEG)-overall numeric
@attribute percentage-of-(PM)-wine numeric
@attribute number-of-(PW)-grocery numeric
@attribute number-of-(PM)-grocery numeric
@attribute percentage-of-(GD)-overall numeric
@attribute percentage-of-(PO)-overall numeric
@attribute number-of-(SBE)-overall numeric
@attribute number-of-(PX)-wine numeric
@attribute percentage-of-(PW)-grocery numeric
@attribute number-of-(SF)-grocery numeric
@attribute percentage-of-(RP)-grocery numeric
@attribute number-of-(QR)-wine numeric
@attribute number-of-(ESBR)-wine numeric
@attribute percentage-of-(MU)-overall numeric
@attribute percentage-of-(OM)-wine numeric
@attribute number-of-(PM)-overall numeric
@attribute number-of-(OS)-overall numeric
@attribute percentage-of-(TH)-wine numeric
@attribute number-of-(MIC)-wine numeric
@attribute percentage-of-(QP)-grocery numeric
@attribute IQ numeric
@attribute percentage-of-(PM)-overall numeric
@attribute number-of-(IR)-overall numeric
@attribute number-of-(PO)-wine numeric
@attribute percentage-of-(QB)-grocery numeric
@attribute number-of-(IDP)-overall numeric
@attribute number-of-(IS)-wine numeric
@attribute percentage-of-(PX)-wine numeric
@attribute percentage-of-(PP)-overall numeric
@attribute number-of-(RN)-grocery numeric
@attribute number-of-(PC)-overall numeric
@attribute percentage-of-(TH)-grocery numeric
@attribute percentage-of-(PT)-wine numeric
@attribute percentage-of-(IP)-overall numeric
@attribute number-of-(MINEG)-grocery numeric
@attribute number-of-(IDN)-grocery numeric
@attribute number-of-(OT)-grocery numeric
@attribute percentage-of-(PC)-overall numeric
@attribute percentage-of-(QR)-grocery numeric
@attribute number-of-(RN)-overall numeric
@attribute percentage-of-(CS)-grocery numeric
@attribute percentage-of-(CS)-wine numeric
@attribute percentage-of-(MU)-grocery numeric
@attribute percentage-of-(QB)-wine numeric
@attribute percentage-of-(SF)-overall numeric
@attribute number-of-(PO)-overall numeric
@attribute number-of-(PM)-wine numeric
@attribute number-of-(ESBR)-grocery numeric
@attribute number-of-(SBR)-overall numeric
@attribute percentage-of-(SF)-wine numeric
@attribute number-of-(MU)-wine numeric
@attribute number-of-(PW)-wine numeric
@attribute percentage-of-(P1)-grocery numeric
@attribute number-of-(QP)-grocery numeric
@attribute number-of-(P1)-wine numeric
@attribute percentage-of-(QS)-grocery numeric
@attribute number-of-(OM)-overall numeric
@attribute percentage-of-(ESBR)-overall numeric
@attribute percentage-of-(PC)-grocery numeric
@attribute number-of-(PX)-overall numeric
@attribute percentage-of-(P1)-wine numeric
@attribute percentage-of-(SBE)-overall numeric
@attribute number-of-(OS)-wine numeric
@attribute number-of-(PW)-overall numeric
@attribute openness numeric
@attribute number-of-(IP)-overall numeric
@attribute number-of-(OT)-wine numeric
@attribute number-of-(PO)-grocery numeric
@attribute number-of-(RT)-overall numeric
@attribute mean_age numeric
@attribute number-of-(IP)-wine numeric
@attribute number-of-(INN)-grocery numeric
@attribute number-of-(OT)-overall numeric
@attribute percentage-of-(OS)-overall numeric
@attribute negative_experience {no,yes}
@attribute number-of-(QR)-grocery numeric
@attribute number-of-(QS)-wine numeric
@attribute number-of-(IS)-overall numeric
@attribute percentage-of-(SBR)-grocery numeric
@attribute number-of-(MIN)-wine numeric
@attribute percentage-of-(IP)-wine numeric
@attribute number-of-(PC)-wine numeric
@attribute number-of-(IP)-grocery numeric
@attribute number-of-(INP)-overall numeric
@attribute percentage-of-(MU)-wine numeric
@attribute number-of-(CS)-wine numeric
@attribute number-of-(PT)-overall numeric
@attribute number-of-(P1)-overall numeric
@attribute number-of-though-unit-grocery numeric
@attribute percentage-of-(SBR)-overall numeric
@attribute number-of-(GD)-wine numeric
@attribute number-of-(CS)-overall numeric
@attribute number-of-(MIC)-overall numeric
@attribute percentage-of-(IDN)-grocery numeric
@attribute number-of-(TH)-overall numeric
@attribute percentage-of-(OS)-grocery numeric
@attribute percentage-of-(IDP)-grocery numeric
@attribute percentage-of-(PM)-grocery numeric
@attribute number-of-(INP)-grocery numeric
@attribute number-of-(PC)-grocery numeric
@attribute percentage-of-(PW)-overall numeric
@attribute number-of-(PP)-wine numeric
@attribute number-of-(QB)-wine numeric
@attribute number-of-(INN)-wine numeric
@attribute number-of-(MIN)-grocery numeric
@attribute number-of-(ESBR)-overall numeric
@attribute percentage-of-(IR)-wine numeric
@attribute number-of-(SBR)-grocery numeric
@attribute percentage-of-(OM)-grocery numeric
@attribute percentage-of-(PO)-wine numeric
@attribute percentage-of-(QR)-wine numeric
@attribute percentage-of-(P1)-overall numeric
@attribute percentage-of-(MIC)-grocery numeric
@attribute percentage-of-(PO)-grocery numeric
@attribute percentage-of-(PW)-wine numeric
@attribute percentage-of-(IDN)-wine numeric
@attribute percentage-of-(RP)-wine numeric
@attribute percentage-of-(PP)-grocery numeric
@attribute number-of-(QM)-wine numeric
@attribute percentage-of-(IB)-overall numeric
@attribute percentage-of-(PP)-wine numeric
@attribute number-of-(PT)-grocery numeric
@attribute education {Graduate,Undergraduate}
@attribute number-of-(RP)-wine numeric
@attribute percentage-of-(INN)-overall numeric
@attribute percentage-of-(SBR)-wine numeric
@attribute number-of-(MU)-grocery numeric
@attribute number-of-(TH)-wine numeric
@attribute wine-is-East-Asian {True,False}
@attribute number-of-(RT)-wine numeric
@attribute percentage-of-(RN)-wine numeric
@attribute percentage-of-(MIC)-overall numeric
@attribute number-of-(MU)-overall numeric
@attribute percentage-of-(SBE)-wine numeric
@attribute percentage-of-(QP)-overall numeric
@attribute number-of-(OM)-wine numeric
@attribute percentage-of-(INN)-wine numeric
@attribute percentage-of-(OS)-wine numeric
@attribute percentage-of-(IDN)-overall numeric
@attribute number-of-(RP)-grocery numeric
@attribute percentage-of-(OT)-grocery numeric
@attribute percentage-of-(ESBR)-grocery numeric
@attribute percentage-of-(IDP)-wine numeric
@attribute percentage-of-(IB)-wine numeric
@attribute number-of-(SF)-wine numeric
@attribute percentage-of-(MINEG)-overall numeric
@attribute number-of-(MIC)-grocery numeric
@attribute number-of-though-unit-wine numeric
@attribute percentage-of-(GD)-grocery numeric
@attribute percentage-of-(PT)-grocery numeric
@attribute number-of-(PP)-overall numeric
@attribute number-of-(SBE)-grocery numeric
@attribute percentage-of-(PX)-grocery numeric
@attribute percentage-of-(QP)-wine numeric
@attribute number-of-(PT)-wine numeric
@attribute percentage-of-(MINEG)-wine numeric
@attribute number-of-(QB)-grocery numeric
@attribute percentage-of-(OT)-overall numeric
@attribute number-of-(QM)-grocery numeric
@attribute number-of-(SBE)-wine numeric
@attribute percentage-of-(GD)-wine numeric
@attribute percentage-of-(IR)-overall numeric
@attribute emotional.intelligence numeric
@attribute percentage-of-(IP)-grocery numeric
@attribute percentage-of-(SF)-grocery numeric
@attribute percentage-of-(CS)-overall numeric
@attribute number-of-(RP)-overall numeric
@attribute number-of-(QS)-grocery numeric
@attribute percentage-of-(QB)-overall numeric
@attribute number-of-(QB)-overall numeric
@attribute number-of-(INN)-overall numeric
@attribute number-of-(SBR)-wine numeric
@attribute percentage-of-(INP)-wine numeric

@data
0,0,0.040179,0.163043,0,0,?,0,0,0.015152,0.015152,1,1480,0,0.15625,9,35,0,2,0,0.045455,1,0,0,7,0,0,0.03125,0.043478,0,0,0.026786,0,0,0,0,0,0,0.007576,0.032609,5.2,224,1,0,0.206522,0.008929,4,0,2,0,0.121212,0.015152,6,5,0,1,10,2.65,5,0,5,0,0.008929,2,0.022321,1,0,0,0,0,0,0,1,0,0.035714,0,0,0,2,0.022727,3,0,0.008929,0.021739,1,7,0,15,0.037879,0.559589,0.004464,8,2,0.022727,0,0,0,0.040179,0,1,0,0,0.089286,0,0,4,0.004464,0.015152,2,0.007576,0,0.015152,0,0.008929,8,0,0,24,0,0,0,0,5,0,0,7,0,0.007576,0,0,0,3,0,3.45,20,4,6,0,25.5,11,2,8,0.03125,no,2,0,0,0.098485,19,0.119565,0,9,2,0,0,0,0,132,0.107143,0,1,50,0,0,0.030303,0,0.007576,2,1,0,2,0,0,16,0,0.065217,13,0.037879,0.021739,0.032609,0,0.265152,0.045455,0,0.01087,0.032609,0.05303,3,0.004464,0.021739,0,Graduate,3,0.008929,0.119565,2,0,True,0,0.021739,0.223214,2,0,0.044643,2,0,0.032609,0.004464,3,0.030303,0,0,0,0,0,35,92,0,0,9,0,0,0.054348,0,0,3,0.035714,6,0,0,0.035714,3.969697,0.068182,0.015152,0.004464,6,0,0.013393,3,2,11,0
0.023729,0,0.037288,0.113475,3,0,15,0.012987,0.019481,0,0,1,1240,0,0.227119,11,67,0.007092,4,0,0.038961,0,0,0,2,0,0,0.00678,0.085106,0,0.016949,0.027119,0.038961,0,0,0,0,0,0,0.035461,5.775,295,0,0,0.283688,0.020339,9,1,5,0,0.175325,0.032468,0,0,0,0,14,4.05,1,0,2,0,0.037288,0,0,0,5,0,0,3,0.021277,0,2,0,0.023729,2,0,0,3,0.025974,0,0,0.00339,0.007092,5,12,0,16,0.077922,1.217993,0.016949,0,5,0,0,0,0,0.00678,6,4,0,0.014184,0.084746,3,1,10,0.013559,0,11,0,0,0.006494,0,0.013559,7,3,0,40,0.007092,0,0,0.019481,12,3,0.025974,2,0,0.025974,0,0.021277,0.00678,3,0,4,25,12,2,0,23,16,0,22,0.040678,yes,0,1,0,0.123377,40,0.113475,0,9,6,0,0,7,6,154,0.135593,0,0,30,0.006494,0,0.058442,0,0.012987,5,4,0,0,0,0,27,0,0,19,0.006494,0.035461,0,0.020339,0.090909,0.012987,0,0,0.028369,0.012987,5,0,0,5,Graduate,4,0,0.148936,1,0,False,0,0.035461,0.101695,1,0,0.047458,1,0,0.021277,0.00339,4,0.064935,0,0,0,1,0.010169,14,141,0,0.032468,2,2,0,0.014184,2,0,0,0.074576,6,0,0,0,4.242424,0.058442,0.019481,0,8,4,0,0,0,21,0.007092
0,0,0.060606,0.065217,1,0,36,0,0,0,0.075472,0,1400,0.020202,0.181818,6,18,0,0,0,0.056604,0,0,0.010101,0,0,0,0.070707,0,0.043478,0,0.070707,0.037736,0,0,2,1,0,0,0.065217,4.725,99,0,0,0.217391,0,1,0,1,0,0.150943,0,1,0,0,0,10,2.9,3,0,6,0,0.030303,4,0,0,0,0,0,2,0,0,0,0,0.020202,0,0,0,0,0.113208,0,0,0,0.086957,0,5,0,3,0.075472,-0.616616,0,5,0,0,0,0,0,0.010101,2,2,0,0,0.121212,0,0,0,0.020202,0,3,0,0,0,0,0,2,0,0,4,0,0,0,0.018868,4,0,0,7,0,0.037736,1,0,0,4,0,3.7,12,0,2,2,25,5,0,0,0.050505,yes,0,0,0,0.018868,10,0.108696,0,7,0,0,0,0,1,53,0.040404,0,0,11,0,0,0.018868,0,0,0,2,0,1,0,0,8,0,0.021739,1,0.056604,0,0,0.010101,0.150943,0.037736,0,0,0.021739,0,3,0,0.021739,0,Graduate,1,0,0.065217,0,0,False,2,0.021739,0.111111,0,0,0.10101,4,0,0.086957,0,6,0,0,0,0,0,0.020202,8,46,0,0,1,0,0.018868,0.130435,0,0.043478,0,0,3,0,0,0.050505,3.575758,0.132075,0,0,7,0,0,0,0,3,0
0,0,0.020325,0.086093,3,0,35,0.021053,0.010526,0,0.010526,1,1160,0,0.239837,5,59,0.039735,0,0,0.010526,0,0,0,0,0,0,0,0.013245,0,0.03252,0.020325,0.031579,0,0,0,0,0,0,0.02649,5.45,246,0,0,0.284768,0,6,0,8,0,0.168421,0,0,0,0,0,5,4.1,0,0,3,2,0.044715,1,0,2,8,0.006623,0,1,0.006623,0,0,0,0.00813,2,0,0,0,0,0,0,0,0,1,9,0,13,0.021053,-0.403322,0.004065,1,1,0,0,0,0,0,3,3,0,0,0.109756,1,1,2,0.012195,0,11,0,0,0,0,0,2,1,0,72,0,0,0,0.031579,2,3,0.021053,0,0,0.021053,0,0.019868,0.00813,3,0,4.2,27,2,1,0,19.5,15,0,4,0.036585,no,0,6,0,0.326316,43,0.099338,1,12,0,0,0,0,6,95,0.292683,0,0,22,0.010526,0,0.063158,0,0,0,2,0,0,0,0,16,0,0,31,0,0.006623,0,0.02439,0.094737,0.010526,0,0,0.033113,0,4,0.00813,0,0,Undergraduate,5,0,0.271523,0,0,False,0,0.05298,0.089431,0,0,0.020325,0,0,0.019868,0.004065,0,0.021053,0,0,0.013245,0,0.004065,9,151,0,0,0,2,0,0.019868,0,0,0,0.01626,1,0,0,0.004065,3.810606,0.126316,0,0,5,2,0,0,0,41,0
0,0,0.026455,0.235294,5,0,48,0.019231,0,0,0,1,1480,0,0.195767,5,37,0.035294,1,0,0.028846,0,0,0.005291,1,0,0,0.021164,0,0,0.015873,0.026455,0.009615,0,0,0,0,0,0,0.023529,4.85,189,0,0,0.211765,0.010582,5,1,1,0,0.182692,0.009615,1,0,0,1,8,3,3,0,5,0,0.010582,0,0,0,3,0,0,0,0.023529,0,1,0,0.031746,2,1,0,1,0.009615,0,0,0.005291,0.011765,3,8,0,20,0.028846,0.102132,0.015873,1,1,0,0,0,0.011765,0.010582,1,2,0,0,0.068783,0,0,0,0.010582,0,2,0,0,0.009615,0,0.005291,6,2,1,34,0,0,0,0.048077,3,5,0,4,0.005291,0.019231,1,0.058824,0.010582,3,0,3.8,13,0,5,0,30,5,0,0,0.042328,yes,0,3,0,0.230769,18,0.058824,0,8,2,0,0,0,10,104,0.179894,0,0,37,0,0,0.048077,0,0.009615,1,2,0,1,0,0,19,1,0.011765,24,0.028846,0.011765,0,0.05291,0.163462,0.048077,0,0.011765,0.047059,0.009615,2,0,0.011765,0,Graduate,4,0,0.117647,1,0,False,0,0.011765,0.195767,1,0,0.042328,1,0,0.035294,0.005291,1,0,0.009615,0,0,0,0,17,85,0,0,2,2,0,0.058824,0,0,0,0,3,0,0,0.005291,3.878788,0.076923,0.009615,0,5,0,0,0,0,10,0.011765
0,0,0.037879,0.191176,2,0,14,0,0,0.015625,0,1,1320,0,0.219697,5,29,0,0,0,0.0625,1,0,0,0,0,0,0.007576,0,0,0.007576,0.075758,0,0,0,0,0,0,0.015625,0.014706,4.4,132,0,0,0.235294,0,4,0,0,0,0.203125,0,0,0,0,0,8,2.5,0,0,5,0,0,0,0,1,1,0.014706,0,0,0.014706,0,0,0,0.030303,0,0,0,0,0.0625,0,0,0.030303,0.014706,1,7,0,13,0.046875,-0.531577,0.007576,0,1,0,0,0,0,0.015152,0,2,0,0,0.090909,0,1,0,0.015152,0,0,0,0,0.03125,0,0,4,1,0,14,0,2,0,0.03125,3,4,0.015625,1,0,0.015625,0,0.058824,0,3,0,3,12,0,3,0,27.5,5,1,0,0.05303,yes,0,0,0,0.109375,16,0.073529,1,7,0,0.029412,0,0,6,64,0.106061,0,0,23,0.015625,0,0.0625,0,0,0,1,0,2,0,0,13,0,0,7,0,0.014706,0,0.045455,0.15625,0.046875,0,0,0.088235,0,1,0.007576,0.029412,0,Graduate,6,0.007576,0.102941,2,0,False,0,0,0.174242,4,0,0.060606,1,0,0.044118,0.007576,4,0,0,0,0,0,0,10,68,0,0,2,0,0,0.073529,0,0,0,0,4,0,0,0,3.454545,0.109375,0,0,10,1,0,0,1,7,0
0,0,0.100775,0.038462,1,0,36,0,0,0,0.098039,2,1480,0,0.232558,13,30,0.012821,1,0,0.117647,0,0,0,0,0,0,0.046512,0.025641,0,0.007752,0.03876,0,0,0,0,0,0,0,0.089744,5.1,129,0,0,0.205128,0,1,0,2,0,0.27451,0,3,6,0,2,9,2.65,3,0,6,1,0.015504,5,0.046512,1,1,0.051282,0,0,0.025641,0,0,0,0.007752,0,0,0,0,0.039216,1,0,0,0.038462,2,4,0,3,0.058824,0.017093,0.015504,8,1,0,0,0,0,0.015504,0,4,0,0,0.108527,0,0,3,0.031008,0.098039,2,0,0,0,0,0.007752,1,2,0,0,0.012821,0,0,0.019608,3,1,0,6,0,0,0,0.012821,0,3,0,3.7,14,2,0,0,20,12,0,5,0.031008,no,5,1,0,0,16,0.153846,4,2,0,0,0,0,2,51,0,0,0,9,0,0,0.019608,0,0,0,0,0,2,0,2,14,0,0.038462,0,0.058824,0.012821,0.012821,0.015504,0.117647,0,0,0.025641,0.038462,0,7,0.007752,0.025641,0,Undergraduate,3,0.015504,0,0,0,False,0,0.025641,0.069767,0,0,0.069767,3,0.025641,0.038462,0.015504,2,0.058824,0,0,0.012821,1,0,6,78,0,0,2,0,0,0.076923,0,0,0,0.03876,6,0,0,0.062016,3.363636,0.039216,0,0,5,0,0,0,2,0,0
0,0,0.061069,0.112676,2,0,2,0,0,0,0.016667,0,1320,0,0.206107,8,27,0,1,0,0.116667,0,0,0.030534,0,1,0,0,0,0,0.007634,0.038168,0.016667,0,0.007634,1,0,0,0,0.014085,5.077632,131,0,1,0.295775,0.022901,7,2,0,0,0.1,0.016667,0,0,0,0,5,3.25,0,0,2,0,0.007634,1,0,0,1,0,0,1,0,0,0,0.007634,0.015267,0,4,0,1,0.05,0,0,0.015267,0,0,14,0,8,0.05,-0.921123,0,1,1,0.016667,1,0,0.056338,0.007634,1,0,0,0,0.076336,0,0,1,0,0,1,0,0,0.016667,0,0.007634,2,0,0,18,0,1,0,0.033333,3,2,0.016667,0,0,0,4,0.028169,0,7,0,3.45,10,0,1,0,25,3,0,1,0.10687,no,0,0,0,0.133333,21,0.042254,0,7,3,0.014085,0,0,4,60,0.137405,1,0,16,0,0,0.116667,0,0,1,0,0,1,0,3,6,0,0,8,0,0.014085,0,0.030534,0.133333,0.016667,0,0,0.028169,0,1,0,0.014085,0,Graduate,2,0.022901,0.140845,1,0,True,0,0,0.122137,2,0,0.038168,0,0.042254,0.098592,0,3,0.016667,0,0.014085,0,0,0.007634,8,71,0,0,1,0,0,0.028169,0,0.014085,1,0.007634,7,0,0.014085,0.007634,3.818182,0.116667,0.016667,0,5,1,0.007634,1,3,10,0.028169
0,0,0.009901,0.132075,1,0,49,0.020833,0.020833,0,0.020833,0,1320,0,0.168317,1,17,0,0,0,0.020833,0,0,0,2,0,0,0.09901,0,0,0,0.029703,0.0625,0,0,0,0,0,0,0,5.638158,101,0,0,0.132075,0.009901,3,1,0,0,0.208333,0,1,2,0,0,6,2.6,4,0,4,0,0.029703,1,0.019802,0,0,0.037736,0,1,0.018868,0,0,0,0.029703,1,0,0,0,0.020833,1,0,0,0.113208,1,4,0,7,0.041667,-0.397148,0.009901,2,2,0,0,0,0,0.029703,3,3,0,0,0.158416,1,0,0,0.029703,0.020833,3,0,0.018868,0,0,0,3,1,0,13,0,0,0,0.020833,2,0,0,10,0,0.020833,0,0,0.009901,1,0,3.5,16,0,1,0,26.5,8,0,0,0.039604,yes,1,0,0,0.104167,7,0.150943,2,8,1,0,1,0,1,48,0.128713,0,1,9,0,0,0.0625,0,0,0,1,0,1,0,0,10,0,0.018868,5,0.083333,0.037736,0.018868,0.009901,0.041667,0.020833,0,0,0.037736,0.041667,0,0,0.018868,0,Graduate,2,0,0.150943,0,0,False,0,0,0.089109,0,0,0.059406,6,0,0.018868,0,1,0,0,0,0,0,0.009901,2,53,0,0,3,1,0,0.075472,0,0,0,0,1,0,0,0.019802,3.878788,0.166667,0,0.009901,3,0,0,0,0,8,0.018868
0,0,0.014286,0.19,0,0,48,0,0,0.009091,0.027273,0,1480,0,0.242857,3,51,0.06,0,0,0,0,0,0,1,0,0,0.033333,0.01,0,0.042857,0.014286,0,0,0,0,0,0,0,0.03,4.825,210,1,0,0.23,0.019048,1,1,0,0,0.254545,0.027273,3,3,0,0,7,2.75,3,0,4,1,0,3,0.014286,1,9,0.03,0,0,0.01,0,0,0,0.038095,0,0,0,0,0.009091,2,0,0.004762,0.04,1,3,0,19,0.027273,0.565763,0.004762,6,4,0,0,0,0,0.004762,0,3,0,0,0.07619,0,0,0,0.014286,0.009091,0,0.009091,0.01,0.009091,0.01,0,8,1,0,36,0,0,0,0,3,1,0.027273,7,0,0,0,0.01,0,2,0,3.4,16,1,4,0,25.5,6,1,1,0.014286,no,1,6,0,0.218182,23,0.06,3,10,4,0,1,0,1,110,0.171429,0,2,41,0,0,0.009091,0,0,3,0,0,0,1,0,28,0,0.03,24,0.027273,0.04,0.02,0.004762,0.2,0.036364,0,0,0.02,0.009091,3,0.004762,0,0,Graduate,2,0.004762,0.12,1,0,False,0,0,0.195238,1,0,0.033333,4,0,0.02,0,1,0,0,0,0.01,0,0,22,100,0,0,1,0,0,0.04,0,0,0,0.004762,0,0,0,0.028571,3.181818,0.090909,0,0.009524,3,3,0.004762,1,1,12,0.01
0.004695,0,0.032864,0.066667,2,0,26,0,0.02439,0.00813,0,2,1400,0,0.140845,7,30,0,2,0,0.04065,2,0,0,0,0,0,0.056338,0,0,0.00939,0.018779,0.02439,0,0,1,0,0,0.01626,0.022222,5.514474,213,0,0,0.144444,0.004695,7,0,4,0,0.138211,0.00813,0,0,0,0,7,4,7,0,3,1,0.032864,0,0,3,2,0,0,4,0.011111,0,1,0,0.014085,0,0,0,0,0.02439,0,0,0.004695,0.055556,2,14,0,6,0.03252,-0.628964,0.00939,0,0,0,0,0,0,0,3,1,0,0.011111,0.070423,3,2,11,0.004695,0,7,0,0.077778,0,0,0.00939,3,1,0,58,0.022222,1,0,0.01626,4,1,0.01626,12,0,0.00813,0,0.011111,0,7,0,4.15,15,0,3,0,28,8,1,11,0.065728,yes,0,0,0,0.260163,13,0.088889,0,7,1,0.011111,7,1,3,123,0.2723,0,7,15,0.01626,0,0.056911,0,0.00813,1,1,0,0,0,0,17,0,0,32,0.056911,0,0,0.014085,0.073171,0.02439,0,0,0.011111,0,2,0.014085,0,0,Graduate,1,0.004695,0.288889,0,0,True,0,0.044444,0.070423,1,0,0.032864,5,0,0.077778,0.00939,3,0.089431,0,0,0.011111,2,0.018779,9,90,0,0,0,0,0,0.033333,1,0.011111,0,0.051643,5,0,0,0,4.242424,0.056911,0,0.032864,4,2,0,0,1,26,0
0.009346,0,0.093458,0.053571,1,0,58,0.019608,0,0.019608,0,1,1320,0,0.233645,20,50,0.035714,3,0.026786,0.156863,0,0,0.004673,2,0,0,0.074766,0.035714,0,0.018692,0.023364,0.039216,0,0,0,0,0,0,0.035714,4.775,214,0,0,0.214286,0,2,0,1,0,0.254902,0,1,0,0,1,19,2.25,7,0.014019,10,1,0.023364,0,0,1,4,0,0,0,0,0,1,0,0.009346,3,1,0,1,0.039216,0,0,0,0.080357,1,5,0,6,0.088235,1.290684,0.004673,1,2,0.009804,0,3,0.008929,0.028037,4,0,0,0,0.102804,0,0,3,0,0,5,0,0,0,0,0.014019,2,0,0,21,0.017857,0,0,0.009804,9,0,0,16,0,0,1,0,0.014019,3,0,3.95,22,4,0,0,33.5,13,2,7,0.023364,yes,0,4,3,0.04902,24,0.116071,0,9,0,0,0,2,1,102,0.098131,0,0,11,0,0,0.019608,0,0.009804,0,0,0,4,0,1,26,0,0.008929,5,0.068627,0.017857,0,0.004673,0.04902,0,0,0.008929,0.008929,0.019608,4,0.004673,0.035714,2,Graduate,1,0.014019,0.142857,0,0,False,0,0.008929,0.051402,0,0.008929,0.088785,9,0.008929,0.026786,0.004673,4,0.029412,0,0,0.008929,2,0,5,112,0,0.019608,6,2,0,0.089286,0,0,1,0.03271,16,1,0,0.004673,3.19697,0.088235,0.009804,0,5,0,0.004673,1,3,16,0
0,0,0.05,0.209677,3,0,14,0,0,0.012821,0,3,1160,0,0.064286,7,9,0.048387,1,0,0.038462,0,0,0,0,0,0,0,0,0,0.021429,0.042857,0.012821,0,0,0,0,0,0,0.064516,5.525,140,0,0,0.032258,0.028571,7,1,0,0,0.089744,0.038462,1,0,0,2,13,3.15,0,0,5,0,0.007143,0,0,0,3,0,0,0,0,0,0,0,0.021429,0,0,0,0,0.025641,0,0,0,0,0,8,0,13,0.102564,0.315426,0,1,1,0,0,0,0,0,1,0,0,0,0.135714,0,1,0,0,0,1,0,0,0,0,0.007143,3,0,0,34,0.016129,0,0,0.038462,8,0,0,0,0,0,0,0,0,1,0,4.4,19,0,2,0,26.5,8,1,0,0.057143,yes,0,3,0,0.230769,2,0.129032,0,11,4,0,0,0,3,78,0.242857,0,0,24,0.012821,0,0.089744,0,0,3,0,0,0,0,0,7,0,0.016129,18,0,0.016129,0,0.021429,0.141026,0.025641,0,0.032258,0.064516,0,4,0,0,0,Graduate,4,0.007143,0.258065,0,0,False,0,0,0.171429,0,0,0.092857,0,0,0.016129,0.021429,2,0,0,0,0,1,0,11,62,0,0,0,0,0,0.080645,0,0,0,0,3,0,0,0.007143,4.045455,0.141026,0,0,6,0,0,0,1,16,0.016129
